id,state,state_abb,county,county_id,operator,name,sqft,lon,lat,type,bws_annual_mean_score,bws_annual_label,bws_state_score,bws_state_label,bws_state_category,merge_method
8017899486,Florida,FL,Alachua County,1,University of Florida,HiPerGator,,-82.2997617,29.67281869999996,point,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
8109664813,Georgia,GA,Fulton County,121,Digital Realty,Atlanta ATL13,,-84.3914814,33.755518599999995,point,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
8165754026,Wisconsin,WI,Milwaukee County,79,,Data Holdings Data Center,,-87.9539794,43.04394079999997,point,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
8238715059,California,CA,Santa Clara County,85,"Stack Infrastructure, Incorporated",STACK Infrastructure,,-121.891051,37.402744900000016,point,4.0,Extremely High (>80%),4.0,Extremely High (>80%),Extremely High,state_level_fallback
8238715061,California,CA,Santa Clara County,85,"Stack Infrastructure, Incorporated",STACK Infrastructure,,-121.891057,37.40263410000001,point,4.0,Extremely High (>80%),4.0,Extremely High (>80%),Extremely High,state_level_fallback
8477460442,California,CA,San Luis Obispo County,79,,Digital West Data Center,,-120.64151280000002,35.25531619999998,point,4.0,Extremely High (>80%),4.0,Extremely High (>80%),Extremely High,state_level_fallback
8641856300,Michigan,MI,Macomb County,99,Dennis Sampier,Chick-fil-A Hiring Center,,-82.98839390000002,42.62794240000004,point,0.8,Low (<10%),0.8,Low (<10%),Low,state_level_fallback
8767284091,Connecticut,CT,Capitol Planning Region,110,,Ergonomic Group,,-72.5898636,41.7070776,point,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
8897151054,California,CA,Santa Clara County,85,CoreSite,San Jose Colocation Center,,-121.891646,37.3341181,point,4.0,Extremely High (>80%),4.0,Extremely High (>80%),Extremely High,state_level_fallback
9092482804,Virginia,VA,Loudoun County,107,Amazon Web Services,Amazon Web Services IAD69,,-77.4146998,39.02548510000001,point,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
9190480200,Texas,TX,Montgomery County,339,,Stream Data Centers Houston,,-95.4860464,30.178136500000015,point,3.2,High (40-80%),3.2,High (40-80%),High,state_level_fallback
9669340912,Maryland,MD,Baltimore city,510,Crown Castle Fiber,Crown Castle Baltimore,,-76.6064893,39.28770169999999,point,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
9669405859,Maryland,MD,Baltimore city,510,AiNET,AiNET One Market Center,,-76.6203737,39.29175829999999,point,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
9669639033,Virginia,VA,Fairfax County,59,Lumen Technologies,Lumen McLean,,-77.2115713,38.9208538,point,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
9721703993,Wisconsin,WI,Milwaukee County,79,,TierPoint Milwaukee,,-87.9610618,43.00937789999995,point,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
9736262934,New York,NY,Erie County,29,,Frontier Science,,-78.8123836,42.990201099999986,point,0.8,Low (<10%),0.8,Low (<10%),Low,state_level_fallback
9808044830,New Mexico,NM,Bernalillo County,1,,505 Marquette,,-106.6526456,35.088628899999954,point,4.2,Extremely High (>80%),4.2,Extremely High (>80%),Extremely High,state_level_fallback
9808044840,New Mexico,NM,Bernalillo County,1,bigbyte.cc,123 Central,,-106.6489853,35.08444940000002,point,4.2,Extremely High (>80%),4.2,Extremely High (>80%),Extremely High,state_level_fallback
9861806598,Missouri,MO,Jackson County,95,,,,-94.5788209,39.101181600000075,point,1.8,Low-Medium (10-20%),1.8,Low-Medium (10-20%),Low-Medium,state_level_fallback
9922928085,Missouri,MO,Jackson County,95,,Netrality Data Centers,,-94.5811452,39.10090709999998,point,1.8,Low-Medium (10-20%),1.8,Low-Medium (10-20%),Low-Medium,state_level_fallback
10014176940,Puerto Rico,PR,Guaynabo Municipio,61,Microsoft,Microsoft,,-66.10898950000002,18.41743590000001,point,2.5,Medium-High (20-40%),2.5,Medium-High (20-40%),Medium-High,state_level_fallback
10537283366,Illinois,IL,Cook County,31,Netrality,Netrality,,-87.63344,41.872881100000015,point,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
10567817971,North Carolina,NC,Durham County,63,Duke Libraries,Brandaleone Lab for Data and Visualization,,-78.9385323,36.00309929999997,point,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
10648552506,Tennessee,TN,Roane County,145,Oak Ridge National Laboratory,Frontier (supercomputer),,-84.310567,35.92951329999998,point,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
10780794741,California,CA,San Francisco County,75,Ntirety,,,-122.3940005,37.7796531,point,4.0,Extremely High (>80%),4.0,Extremely High (>80%),Extremely High,state_level_fallback
10796113031,Arizona,AZ,Maricopa County,13,,VaultLogix,,-111.9017033,33.62736699999998,point,4.5,Extremely High (>80%),4.5,Extremely High (>80%),Extremely High,state_level_fallback
10796113033,Arizona,AZ,Maricopa County,13,,Profit Finder Pro Software,,-111.9020476,33.627247700000005,point,4.5,Extremely High (>80%),4.5,Extremely High (>80%),Extremely High,state_level_fallback
10798644674,Arizona,AZ,Maricopa County,13,,DataPro USA Web Development,,-111.9139825,33.61166239999997,point,4.5,Extremely High (>80%),4.5,Extremely High (>80%),Extremely High,state_level_fallback
10880725408,California,CA,Contra Costa County,13,,e360,,-122.0437382,37.971080899999976,point,4.0,Extremely High (>80%),4.0,Extremely High (>80%),Extremely High,state_level_fallback
10910879064,Illinois,IL,Cook County,31,Digital Realty,Digital Realty ORD10,,-87.6183067,41.853350700000014,point,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
10910879065,Illinois,IL,Cook County,31,Centersquare,Centersquare Chicago Data Center - ORD1,,-87.6186071,41.85338270000003,point,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
10938672218,Arizona,AZ,Maricopa County,13,,K-Motion Interactive,,-111.8843457,33.63448429999997,point,4.5,Extremely High (>80%),4.5,Extremely High (>80%),Extremely High,state_level_fallback
10945121336,Illinois,IL,Cook County,31,,West Monroe,,-87.6359383,41.8805271,point,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
11018926315,Arizona,AZ,Maricopa County,13,,Iron Mountain Data Centers AZS-1,,-111.8960985,33.64466630000003,point,4.5,Extremely High (>80%),4.5,Extremely High (>80%),Extremely High,state_level_fallback
11098469355,Illinois,IL,Cook County,31,CoreSite,CoreSite Chicago Data Center (CH1),,-87.6314655,41.875940500000006,point,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
11113161710,Arizona,AZ,Maricopa County,13,,Accelera Data Systems,,-112.1117142,33.664745499999945,point,4.5,Extremely High (>80%),4.5,Extremely High (>80%),Extremely High,state_level_fallback
11167641842,Maryland,MD,Baltimore County,5,Expedient,Expedient Owings Mills,,-76.8115503,39.4273178,point,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
